서울 제1선거구(중구 갑구),1,무소속,김노겸,金魯謙,남,1906,,,,회사원,,
서울 제1선거구(중구 갑구),2,조선민주당,안동원,安東源,남,1889,,,,상공업,,
서울 제1선거구(중구 갑구),3,대한국민당,윤치영,尹致映,남,1897,,,,무직,아메리칸대졸,
서울 제1선거구(중구 갑구),4,무소속,신태옥,辛泰獄,남,1903,,,,변호사,일본중앙대법과졸,
서울 제1선거구(중구 갑구),5,무소속,이기남,李奇南,남,1902,,,,사대이사,,
서울 제1선거구(중구 갑구),6,민족자주연맹,원세훈,元世勳,남,1888,,,,무직,북경대노문과졸,입법위원
서울 제1선거구(중구 갑구),7,무소속,최성두,崔聖斗,남,1908,,,,상업,일본음악전졸,
서울 제1선거구(중구 갑구),8,무소속,김선,金善,여,1901,,,,무,중졸,
서울 제1선거구(중구 갑구),9,무소속,이창근,李昌根,남,1909,,,,출판업,중졸,
서울 제2선거구(중구 을구),1,무소속,정일형,鄭一亨,남,1903,,,,국연한국협회이사,미뚜루대학원사회과학졸,UN 파리총회한국대표
서울 제2선거구(중구 을구),2,민주국민당,김을길,金乙吉,남,1904,,,,무직,중졸,회사원
서울 제2선거구(중구 을구),3,대한청년당,문봉제,文鳳濟,남,1915,,,,무직,,
서울 제2선거구(중구 을구),4,대한노동총연맹,김헌,金憲,남,1911,,,,사회사업,명대중퇴,
서울 제2선거구(중구 을구),5,무소속,조상열,趙尙悅,남,1923,,,,공제회장,,
서울 제2선거구(중구 을구),6,무소속,석이경,石履慶,남,1913,,,,의사,,
서울 제2선거구(중구 을구),7,무소속,심상문,沈相文,남,1905,,,,동회장,,
서울 제2선거구(중구 을구),8,민족자주연맹,최동오,崔東旿,남,1893,,,,대학강사,,임시정부요원
서울 제2선거구(중구 을구),9,무소속,나창묵,羅昌默,남,1906,,,,무직,,
서울 제3선거구(종로 갑구),1,대한부인회,박순천,朴順天,여,1899,,,,무직,일본여자대학사회학과졸,임찰위원회위원대한여청단장
서울 제3선거구(종로 갑구),2,무소속,장원영,張原永,남,1908,,,,변호사,경성상대대학원졸,변호사협회회장
서울 제3선거구(종로 갑구),3,대한국민당,김보용,金潽鎔,남,1893,,,,교원,한수,종로구총장
서울 제3선거구(종로 갑구),4,무소속,유석현,劉錫鉉,남,1900,,,,회사원,대학중퇴,합동통신사취체역
서울 제3선거구(종로 갑구),5,대한노동당,김영위,金榮胃,남,1888,,,,무직,,
서울 제3선거구(종로 갑구),6,무소속,오일승,吳一承,남,1903,,,,의사,,
서울 제3선거구(종로 갑구),7,민주국민당,최진,崔鎭,남,1877,,,,변호사,,
서울 제3선거구(종로 갑구),8,무소속,이성혁,李性赫,남,1898,,,,회사원,선린상업졸,
서울 제3선거구(종로 갑구),9,대한국민당,원달호,元達鎬,남,1893,,,,정경연구회,,
서울 제3선거구(종로 갑구),10,무소속,김재선,金在善,남,1895,,,,계몽사업,동경대중퇴,계몽사업
서울 제3선거구(종로 갑구),11,삼로당,문용채,文容彩,남,1915,,,,상업,일본대관기계학교3년중퇴,
서울 제3선거구(종로 갑구),12,무소속,오삼직,吳三植,남,1889,,,,한의사,,
서울 제4선거구(종로 을구),1,무소속,오하영,吳夏英,남,1880,,,,정치대학장,기독교감리교신학졸,기미독립운동33인중1인
서울 제4선거구(종로 을구),2,민주국민당,백남훈,白南薰,남,1886,,,,무직,일본조대졸,
서울 제4선거구(종로 을구),3,무소속,백준관,白駿寬,남,1904,,,,의사,,
서울 제4선거구(종로 을구),4,제일동포거류민단,이희원,李禧元,남,1919,,,,무직,,
서울 제5선거구(동대문구),1,무소속,장연송,張連松,남,1901,,,,무직,일본대정경과졸,입법의원한민당중앙위원
서울 제5선거구(동대문구),2,무소속,전호엽,全浩燁,남,1900,,,,광업,경성고상졸,한청동대문구단장사회부노동국장
서울 제5선거구(동대문구),3,무소속,이혁,李革,남,1906,,,,출판업,일본대학정경과수료,한민당중앙위원역임
서울 제5선거구(동대문구),4,무소속,김진영,金振英,남,1906,,,,회사원,중졸,동장10년
서울 제5선거구(동대문구),5,민주국민당,이영준,李榮俊,남,1895,,,,의사,대학졸,제헌국회의원
서울 제5선거구(동대문구),6,무소속,박용직,朴容直,남,1911,,,,무직,,
서울 제5선거구(동대문구),7,대한국민당,백홍균,白弘均,남,1901,,,,광업,대졸,군정청체신부차장
서울 제5선거구(동대문구),8,무소속,고윤원,高允源,남,1894,,,,농업,한문수학,농업
서울 제5선거구(동대문구),9,무소속,장이석,張履奭,남,1905,,,,무직,대중퇴,회사원
서울 제5선거구(동대문구),10,대한노동총연맹,우갑린,禹甲燐,남,1909,,,,무직,중졸,회사원
서울 제5선거구(동대문구),11,무소속,방한민,方漢旻,남,1900,,,,농업,전졸,
서울 제5선거구(동대문구),12,무소속,황중극,黃中極,남,1887,,,,무직,중졸,창신동동회장
서울 제5선거구(동대문구),13,무소속,김응충,金應充,남,1911,,,,무직,중졸,
서울 제6선거구(성북구),1,사회당,조소앙,趙素昻,남,1887,,,,무직,명대법학부졸,임정외교부장한독당부위원장
서울 제6선거구(성북구),2,민주국민당,조병옥,趙炳玉,남,1894,,,,무직,대졸,군정청경무부장
서울 제6선거구(성북구),3,대한청년당,유화청,柳和靑,남,1914,,,,무직,전졸,식량영단이사청년운동
서울 제6선거구(성북구),4,대한노동총연맹,서성달,徐成達,남,1889,,,,무직,대졸,상해임정대의원
서울 제6선거구(성북구),5,무소속,유만석,柳萬錫,남,1917,,,,무직,중졸,
서울 제6선거구(성북구),6,무소속,노상기,盧相基,남,1905,,,,피복공장경영,중졸,세화피복사장
서울 제6선거구(성북구),7,무소속,김한천,金漢千,남,1906,,,,무직,대졸,회사원
서울 제6선거구(성북구),8,무소속,황치종,黃致淙,남,1906,,,,회사원,중졸,유항사장
서울 제7선거구(성동 갑구),1,민주국민당,지청천,池靑天,남,1887,,,,국회의원,일본육사졸,대동청년단장최고위원
서울 제7선거구(성동 갑구),2,무소속,이백규,李伯奎,남,1906,,,,실업,,
서울 제7선거구(성동 갑구),3,무소속,정종세,鄭鍾世,남,1915,,,,제약업,,
서울 제7선거구(성동 갑구),4,무소속,김성률,金成律,남,1916,,,,공업,,
서울 제7선거구(성동 갑구),5,민족자주연맹,김명준,金明濬,남,1889,,,,무직,,
서울 제7선거구(성동 갑구),6,무소속,이규동,李奎東,남,1889,,,,무직,,
서울 제7선거구(성동 갑구),7,무소속,허범극,許範極,남,1906,,,,무직,조도전대학법과중퇴,신문기자회사원
서울 제7선거구(성동 갑구),8,조선민주당,선우훈,鮮于燻,남,1912,,,,출판업,남경금릉대학졸,대광중이사보광여중감사
서울 제7선거구(성동 갑구),9,무소속,석의징,石義澄,남,1906,,,,회사원,경성법전졸,경전운수부장상공부배전과장
서울 제7선거구(성동 갑구),10,대한노동당,이만규,李晩奎,남,1894,,,,무직,,
서울 제7선거구(성동 갑구),11,대한노동총연맹,유종남,劉鍾南,남,1908,,,,회사원,일본중앙대학중퇴,회사원성동구동연합부위원장
서울 제7선거구(성동 갑구),12,대한노동총연맹,김호규,金昊奎,남,1898,,,,회사원,,
서울 제7선거구(성동 갑구),13,대한국민당,최약한,崔約漢,남,1908,,,,기자,소졸,공무원회사원
서울 제7선거구(성동 갑구),14,무소속,장형,張炯,남,1888,,,,단대이사장,보전졸,문교서적회사취체역
서울 제8선거구(성동 을구),1,국민회,유재균,劉載均,남,1898,,,,신문사장,,
서울 제8선거구(성동 을구),2,무소속,김종현,金鍾賢,남,1895,,,,농업,,
서울 제8선거구(성동 을구),3,무소속,권희창,權熙昌,남,1907,,,,농업,일본동경농림대학졸,회사원대구지방행정처장
서울 제8선거구(성동 을구),4,민주국민당,임흥순,任興淳,남,1894,,,,회사원,보성중졸,성북구동연합회회장
서울 제8선거구(성동 을구),5,국민회,진영하,陳永遐,남,1891,,,,회사원,경신학교졸,동회장농민회감찰위원
서울 제8선거구(성동 을구),6,무소속,김형규,金炯奎,남,1898,,,,회사원,조대고사부연구과수료,숙대교수농림부농지관리과장
서울 제9선거구(서대문 갑구),1,무소속,김용우,金用雨,남,1911,,,,회사원,미남가주대졸,주택운영이사장
서울 제9선거구(서대문 갑구),2,민주국민당,김도연,金度演,남,1893,,,,국회의원,미콜롬비아대졸,재무부장관
서울 제9선거구(서대문 갑구),3,무소속,김윤하,金潤河,남,1919,,,,출판인,,
서울 제9선거구(서대문 갑구),4,무소속,이창섭,李昶燮,남,1900,,,,언론인,,
서울 제9선거구(서대문 갑구),5,무소속,권혁영,權赫榮,남,1879,,,,변호사,,
서울 제9선거구(서대문 갑구),6,무소속,한오혁,韓五赫,남,1911,,,,기자,중졸,
서울 제10선거구(서대문 을구),1,무소속,윤기섭,尹琦燮,남,1887,,,,농업,보성중졸,신흥군관학교교관입법의원| 민련중앙집행위원
서울 제10선거구(서대문 을구),2,무소속,신흥우,申興雨,남,1884,,,,무직,대졸,중학교장YMCA총무
서울 제10선거구(서대문 을구),3,무소속,김은배,金恩培,남,1911,,,,체육신문사장,중졸,기자
서울 제10선거구(서대문 을구),4,무소속,이순탁,李順鐸,남,1897,,,,무직,대졸,연대교수| 기획처장대한금연회장
서울 제10선거구(서대문 을구),5,민주국민당,오성환,吳聖煥,남,1908,,,,저술가,중졸,흥신사장
서울 제10선거구(서대문 을구),6,무소속,박충진,朴充進,남,1905,,,,동국대교수,대졸,교수
서울 제10선거구(서대문 을구),7,무소속,이주연,李周淵,남,1884,,,,무직,미주대졸,소청국장
서울 제10선거구(서대문 을구),8,대한국민당,성승영,成承英,남,1901,,,,제약업,중졸,약종상
서울 제10선거구(서대문 을구),9,무소속,최생준,崔生俊,남,1897,,,,양화수선조합이사장,소졸,동회장
서울 제10선거구(서대문 을구),10,조선민주당,최상은,崔相殷,남,1903,,,,목사,,
서울 제10선거구(서대문 을구),11,대한국민당,선우기성,鮮于基聖,남,1908,,,,국민당선전부장,중졸,청년운동
서울 제10선거구(서대문 을구),12,무소속,황대벽,黃大闢,남,1900,,,,회사원,대중퇴,회사중역공립통신출판국장
서울 제10선거구(서대문 을구),13,무소속,김현구,金顯九,남,1917,,,,교사,중졸,
서울 제10선거구(서대문 을구),14,무소속,이동우,李東雨,남,1907,,,,무직,전졸,농민계몽연맹이사장
서울 제10선거구(서대문 을구),15,무소속,김려식,金呂植,남,1889,,,,무직,미아이오아주립대졸,민주의원의원
서울 제11선거구(마포 갑구),1,대한국민당,오성환,吳誠煥,남,1904,,,,동회장,동경법대중퇴,대한민족대표대회대의원
서울 제11선거구(마포 갑구),2,대한국민당,이재갑,李載甲,남,1888,,,,기자,대졸,기자교수
서울 제11선거구(마포 갑구),3,무소속,이성근,李盛根,남,1901,,,,회사원,중졸,토건업
서울 제11선거구(마포 갑구),4,무소속,강병학,姜炳學,남,1919,,,,무직,중졸,출판업
서울 제11선거구(마포 갑구),5,무소속,강일매,姜一邁,남,1905,,,,회사원,중졸,상업
서울 제11선거구(마포 갑구),6,대한국민당,배상규,裵相奎,남,1900,,,,무직,중졸,공업
서울 제11선거구(마포 갑구),7,민주국민당,김상돈,金相敦,남,1900,,,,국회의원,중졸,교화사업
서울 제11선거구(마포 갑구),8,대한국민당,허적,許積,남,1892,,,,무직,중졸,대서
서울 제11선거구(마포 갑구),9,무소속,이봉구,李鳳九,남,1892,,,,변호사,중졸,변호사
서울 제11선거구(마포 갑구),10,무소속,최순택,崔淳澤,남,1907,,,,저술가,대졸,
서울 제11선거구(마포 갑구),11,무소속,이강훈,李康勳,남,1902,,,,회사원,전졸,
서울 제12선거구(마포 을구),1,무소속,이종현,李宗鉉,남,1893,,,,무직,대졸,강원도지사농림부장관
서울 제12선거구(마포 을구),2,국민회,성두영,成斗榮,남,1903,,,,동회장,중졸,우편국장
서울 제12선거구(마포 을구),3,무소속,이정안,李正安,남,1911,,,,상업,중졸,상업
서울 제12선거구(마포 을구),4,무소속,이종연,李鍾燕,남,1915,,,,회사사업,중졸,회사사업
서울 제12선거구(마포 을구),5,무소속,김주익,金周益,남,1898,,,,농업,중졸,상업한성학원이사장
서울 제12선거구(마포 을구),6,무소속,심상붕,沈相鵬,남,1905,,,,변호사,중졸,
서울 제12선거구(마포 을구),7,무소속,서상거,徐相巨,남,1921,,,,무직,소졸,
서울 제12선거구(마포 을구),8,무소속,정이형,鄭伊衡,남,1903,,,,무직,중졸,
서울 제12선거구(마포 을구),9,무소속,구자흥,具滋興,남,1908,,,,무직,중졸,공업
서울 제12선거구(마포 을구),10,사회당,한장경,韓長庚,남,1913,,,,공업,중졸,상업
서울 제12선거구(마포 을구),11,무소속,강칙모,姜則模,남,1915,,,,상업,중졸,상업
서울 제12선거구(마포 을구),12,무소속,한증희,韓證熙,남,1905,,,,은행원,중졸,
서울 제12선거구(마포 을구),13,무소속,장석화,張錫華,남,1911,,,,무직,중졸,
서울 제12선거구(마포 을구),14,무소속,김두식,金斗植,남,1915,,,,상업,중졸,상업
서울 제12선거구(마포 을구),15,무소속,고윤명,高允明,남,1903,,,,상업,중졸,
서울 제12선거구(마포 을구),16,무소속,이용능,李容稜,남,1901,,,,무직,대졸,
서울 제13선거구(용산 갑구),1,무소속,황성수,黃聖秀,남,1916,,,,회사원,일본동북제대졸,미주에스터먼스터신학졸외무부정무국장
서울 제13선거구(용산 갑구),2,무소속,나재하,羅在夏,남,1885,,,,회사원,,
서울 제13선거구(용산 갑구),3,무소속,김용길,金容吉,남,1899,,,,광업,,
서울 제13선거구(용산 갑구),4,대한노동총연맹,주종필,朱鍾弼,남,1909,,,,노동운동,,
서울 제13선거구(용산 갑구),5,민주국민당,홍성하,洪性夏,남,1897,,,,국회의원,,
서울 제13선거구(용산 갑구),6,대한노동당,임봉길,林峰吉,남,1904,,,,회사원,대졸,광업
서울 제13선거구(용산 갑구),7,무소속,문무술,文武術,남,1887,,,,무직,,
서울 제13선거구(용산 갑구),8,무소속,주운성,朱雲成,남,1906,,,,저술,,
서울 제13선거구(용산 갑구),9,무소속,김찬,金燦,남,1893,,,,저술,,
서울 제14선거구(용산 을구),1,대한국민당,남송학,南松鶴,남,1902,,,,인쇄업,조대교외생수,국민회재정부장
